,Clinic_Name,Clinic_Street_Address,Clinic_City,Clinic_State,Clinic_Zip,County,Broken_Vial_Syringe,Vaccine_Drawn_But_Not_Administer,Lost_Or_Unaccounted_For_Vaccine,Open_Vial_But_Not_Administered,Other,Spoilage,Georeferenced Latitude & Longitude
1438,AHN AC FM Crossroads Fam Prac,1181 STATE ROUTE 356,Leechburg,Pennsylvania,15656,Armstrong,0,6,0,31,0,0,POINT (-79.628318 40.616191)
1439,VDI-Wileys Pharmacy Lancaster,903 NISSLEY RD,Lancaster,Pennsylvania,17601,Lancaster,0,0,0,0,90,0,POINT (-76.396935 40.066771)
1440,PHN-Shenandoah Health Center,624 West Centre Street,Shenandoah,Pennsylvania,17976,Schuylkill,0,0,0,15,136,0,POINT (-76.208553 40.819365)
1441,AHN-SVMG Albion Family Practice,155 East State Street,Albion,Pennsylvania,16401,Erie,2,0,0,0,0,0,POINT (-80.36066 41.890918)
1442,VDI-Millers Pharmacy,Rt 6 Farm and home plaza,Wyalusing,Pennsylvania,18853,Bradford,0,0,0,49,0,3,
1443,TBM Health Services LLC,225 Wilmington West Chester Pk,Chadds Ford,Pennsylvania,19317,Delaware,0,0,0,0,330,0,POINT (-75.538994 39.85126)
1444,Warren St Hosp Employee Hth,33 Main Dr.,Warren,Pennsylvania,16365,Warren,0,0,0,0,47,0,POINT (-79.141997 41.879427)
1445,Erie County Prison,1618 Ash Street,Erie,Pennsylvania,16503,Erie,0,0,0,15,23,232,POINT (-80.065336 42.124186)
1446,VIP Pharmacy,7737 New Falls Rd,Levittown,Pennsylvania,19055,Bucks,0,0,0,0,582,226,POINT (-74.847816 40.160519)
1447,VDI-Birdsboro Pharmacy,200 W First Street,Birdsboro,Pennsylvania,19508,Berks,0,0,0,46,357,0,POINT (-75.808762 40.263465)
1448,Genoa Healthcare 00115,1902 Olde Homestead Lane,Lancaster,Pennsylvania,17601,Lancaster,0,0,0,0,38,0,POINT (-76.244312 40.053275)
1449,WellSpan Fam Med-Stony Brook,4222 Lincoln Hwy,York,PA,17406,York,0,0,0,0,57,0,POINT (-76.630695 39.996212)
1450,Providence Pediatric Practice LLC,100 Granite Drive,Media,Pennsylvania,19063,Delaware,0,0,0,4,24,0,POINT (-75.434078 39.911553)
1451,Pottstown Discount Pharmacy,1501 E HIGH ST,Pottstown,Pennsylvania,19464,Montgomery,0,0,0,0,1059,0,POINT (-75.615101 40.244049)
1452,Columbia County SHC,327 Columbia Blvd.,Bloomsburg,Pennsylvania,17815,Columbia,0,0,0,0,4,0,POINT (-76.447571 41.00145)
1453,Nockley Family Pharmacy-Hanover,1198 S Main Street,Hanover Township,Pennsylvania,18706,Luzerne,0,0,0,0,701,230,POINT (-75.914275 41.228994)
1454,Yevelson Internal Medicine PC,1330 Center Street,Bethlehem (Part-Lehigh),Pennsylvania,18018,Lehigh,10,0,0,405,39,42,POINT (-75.375105 40.631633)
1455,Bucks County HD Doylestown Clinic,1282 Almshouse Rd 1st Floor,Doylestown,Pennsylvania,18901,Bucks,0,0,0,654,624,3576,POINT (-75.132788 40.271551)
1456,Spartansburg Medical Center,132 Mechanic Street PO Box 211,Spartansburg,Pennsylvania,16434,Crawford,0,0,0,0,178,190,POINT (-79.687349 41.823321)
1457,WMCHC-HAMLIN FAMILY HEALTH CENTER,543 Easton Turnpike,Lake Ariel,Pennsylvania,18436,Wayne,0,0,0,122,81,190,POINT (-75.398003 41.400846)
1458,AHN-SVMG Union City Family Practice,130 N Main Street,Union City,Pennsylvania,16438,Erie,0,0,0,12,8,0,POINT (-79.845037 41.906247)
1459,Gateway Primary Care,142 Wallace Avenue,Downingtown,Pennsylvania,19335,Chester,0,0,0,0,768,219,POINT (-75.704037 40.011187)
1460,Crawford County SHC,847 North Main Street Parkside Commons,Meadville,Pennsylvania,16335,Crawford,0,0,0,0,0,50,
1461,Community Volunteers in Medicine,300B Lawrence Drive,West Chester,Pennsylvania,19380,Chester,0,0,0,162,93,50,POINT (-75.586625 39.982553)
1462,Refresh Dental New Castle,2616 WILMINGTON RD,New Castle,Pennsylvania,16105,Lawrence,0,0,0,6,19,0,POINT (-80.355246 41.033859)
1463,Northampton County SHC,1600 Northampton Street,Easton,Pennsylvania,18042,Northampton,0,0,0,0,7,0,POINT (-75.234111 40.689941)
1464,Genesis Medical Associates Inc,8150 Perry Highway,Pittsburgh,Pennsylvania,15237,Allegheny,0,0,0,8,334,0,POINT (-80.038875 40.555375)
1465,Select Specialty Hosp Alle Kiski,1301 Carlisle St.,Natrona Heights,Pennsylvania,15065,Allegheny,0,0,0,7,9,0,POINT (-79.737106 40.617378)
1466,WellSpan Intl Med Scotland Ave,2055 Scotland Ave,Chambersburg,Pennsylvania,17201,Franklin,0,0,0,2,337,114,POINT (-77.632597 39.957636)
1467,Mercer County SHC,25 McQuiston Drive,Jackson Center,Pennsylvania,16133,Mercer,0,0,0,5,0,50,POINT (-80.162334 41.265054)
1468,CHS ChesPenn Hlth Srvs Coatesvile,744 East Lincoln Highway,Coatesville,Pennsylvania,19320,Chester,0,0,0,0,9,0,POINT (-75.809266 39.985522)
1469,AHN-AC FM PRIME MEDICAL GROUP,1645 Rostraver Road,Belle Vernon,Pennsylvania,15012,Fayette,0,0,0,0,133,0,POINT (-79.806154 40.175748)
1470,Darlings Sugar Grove Hlthmrt Pharm,17 Forest St,Sugar Grove,Pennsylvania,16350,Warren,0,0,0,0,527,24,POINT (-79.341241 41.982825)
1471,Jaisohn Medical Center,51 Medical Campus Drive,Lansdale,Pennsylvania,19446,Montgomery,0,0,0,3,205,126,POINT (-75.272706 40.251272)
1472,Penn Medicine at Valley Forge,1001 Chesterbrook Blvd,Berwyn,Pennsylvania,19312,Chester,0,0,0,79,89,0,POINT (-75.46303 40.063552)
1473,St Clare Pharmacy,1203 Langhorne-Newton Road,Langhorne,Pennsylvania,19047,Bucks,0,0,0,0,4,100,POINT (-74.929656 40.202682)
1474,Robrt F Crowell DO Stvn J Fisher DO,4000 Edgmont ave,Brookhaven,Pennsylvania,19015,Delaware,0,0,0,0,179,0,POINT (-75.387379 39.872183)
1475,Northview Heights Health Center,525 Mt. Pleasant Road,Pittsburgh,Pennsylvania,15214,Allegheny,0,0,0,7,165,0,POINT (-79.999671 40.477184)
1476,AHN-SVMG Elk Valley Medical Center,Elk Valley Medical Center 5165 Imperial Parkway,Girard,Pennsylvania,16417,Erie,0,0,0,0,15,0,
1477,VDI-Curtis Pharmacy-Claysville,305 Main St,Claysville,Pennsylvania,15323,Washington,0,0,0,0,152,0,POINT (-80.410033 40.117935)
1478,Penn St Hlth Cmty Vax Site Dauphin,30 E Granada Ave,Hershey,Pennsylvania,17033,Dauphin,0,0,0,18,264,0,POINT (-76.646724 40.284914)
1479,Indiana County SHC,72 North 2nd Street,Indiana,Pennsylvania,15701,Indiana,0,0,0,25,0,0,POINT (-79.140711 40.623767)
1480,MHEDS-PEACH ST,2928 Peach Street,Erie,Pennsylvania,16508,Erie,0,0,0,61,0,0,POINT (-80.076407 42.107191)
1481,Centerville Clin Repub Med  Dental,1006 Main Street,Republic,Pennsylvania,15475,Fayette,0,0,0,0,74,0,POINT (-79.878077 39.962922)
1482,Sheep Inc Health Care Center,11817 Frankstown Rd,PENN HILLS,Pennsylvania,15235,Allegheny,0,0,0,7,7,0,POINT (-79.824157 40.468928)
1483,Laurel Pediatric Associates Inc,323 Budfield Street,Johnstown,Pennsylvania,15904,Cambria,5,0,0,292,36,1316,POINT (-78.845877 40.268888)
1484,UPMC Susquehanna Hlth Fam Medic,UPMC-SH Lock Haven Family Med 610 High Street,Lock Haven,Pennsylvania,17745,Clinton,0,0,0,19,788,0,
1485,PSH Cmty Vax Site-Cumberland,431 N 21st Street,Camp Hill,Pennsylvania,17011,Cumberland,0,0,0,0,183,20,POINT (-76.923519 40.251462)
1486,Millersburg Pharmacy Inc,242 Market Street,Millersburg,Pennsylvania,17061,Dauphin,0,0,0,0,410,4,POINT (-76.961391 40.539661)
1487,University of Pittsburgh,4041 Fifth Avenue Nordenberg Hall,Pittsburgh,Pennsylvania,15213,Allegheny,4,16,0,485,418,51,POINT (-79.955252 40.444085)
1488,Dao Pharm Inc DBA Rios Pharm,35 South Morton Ave.,Morton,Pennsylvania,19070,Delaware,0,0,0,0,1054,113,POINT (-75.328135 39.906825)
1489,Altna Lgn Twp Mob Med Emr Dept Auth,1012 7th Avenue,Altoona,Pennsylvania,16602,Blair,0,0,0,1,66,210,POINT (-78.395674 40.514488)
1490,Lackawanna Medical Group,201 Smallacombe Drive,Scranton,Pennsylvania,18508,Lackawanna,0,0,0,0,23,0,POINT (-75.67478 41.448809)
1491,Reading Discount Pharmacy,1220 Centre Ave,Reading,Pennsylvania,19601,Berks,0,0,0,3,736,0,POINT (-75.933763 40.354206)
1492,Guthrie Clinic Dushore,102 East Main Street PO Box 417,Dushore,Pennsylvania,18614,Sullivan,0,0,0,9,67,0,POINT (-76.400602 41.524021)
1493,WORKNET Occutl Med Lancaster,241 Rohrerstown Road,Lancaster,Pennsylvania,17603,Lancaster,0,0,0,99,0,0,POINT (-76.3631 40.045857)
1494,Hyndman Area Hth CtrJohnstwn,203 College Park Plaza,Johnstown,Pennsylvania,15904,Cambria,0,0,0,43,680,15,POINT (-78.8488 40.276966)
1495,Cleveland Cliffs-Butler Works,1 Armco Drive Attn: Plant Medical,Lyndora,Pennsylvania,16045,Butler,0,0,0,5,0,0,POINT (-79.921488 40.84813)
1496,LGH-Lancaster General Hospital,555 North Duke Street,Lancaster,Pennsylvania,17603,Lancaster,25,0,0,79,2642,41,POINT (-76.305328 40.046975)
1497,Schuylkill County SHC,One Norwegian Plaza,Pottsville,Pennsylvania,17901,Schuylkill,0,0,0,22,0,45,
1498,AFC Urgent Care-Lower Macungie,780 N Krocks Road,Allentown,Pennsylvania,18106,Lehigh,0,0,0,428,7,234,POINT (-75.564012 40.564724)
1499,Oak Valley Medical and Dental PC,103 New Meadow Run Dr,Farmington,Pennsylvania,15437,Fayette,0,17,0,37,0,0,
1500,Liberty Dialysis,90 West Chestnut St 100EW,Washington,Pennsylvania,15301,Washington,0,0,0,15,4,0,POINT (-80.247542 40.172187)
1501,Shickshinny Health Center,26 North Main Street,Shickshinny,Pennsylvania,18655,Luzerne,0,0,0,0,7,0,POINT (-76.149409 41.154186)
1502,UPMC Magee Womens Hospital,300 Halket Street,Pittsburgh,Pennsylvania,15213,Allegheny,0,0,0,4,627,0,POINT (-79.959546 40.437077)
1503,Troy Laurel Health Center,45 Mudcreek Rd,Troy,Pennsylvania,16947,Bradford,0,0,0,1,10,0,POINT (-76.791918 41.750616)
1504,Paoli Surgery Center,1 Industrial Blvd,Paoli,Pennsylvania,19301,Chester,0,0,0,0,0,140,POINT (-75.498372 40.042873)
1505,VDI-Mainline Pharmacy Ebensburg,3720 New Germany Road,Ebensburg,Pennsylvania,15931,Cambria,0,0,0,0,1105,2167,POINT (-78.735743 40.481057)
1506,Internists of Central PA,108 LOWTHER ST,Lemoyne,Pennsylvania,17043,Cumberland,0,0,0,11,96,0,POINT (-76.884168 40.245461)
1507,Bradford County SHC,142 Colonial Drive,Towanda,Pennsylvania,18848,Bradford,0,0,0,35,0,0,POINT (-76.452867 41.78228)
1508,VDI-Moshannon Vlly Phar Philpsbrg,208 Medical Center Drive,Philipsburg,Pennsylvania,16866,Centre,0,0,0,331,0,309,POINT (-78.205765 40.90652)
1509,VaxCare-Chester County Health Dept,601 Westtown Road Personal Health Service,West Chester,Pennsylvania,19382,Chester,0,0,0,847,205,835,POINT (-75.584433 39.957662)
1510,UPMC-Somerset,225 South Center Ave,Somerset,Pennsylvania,15501,Somerset,0,0,0,8,138,85,POINT (-79.078598 40.007068)
1511,Pike County State Health Center,10 Buist Road,Milford,Pennsylvania,18337,Pike,0,0,0,0,44,0,POINT (-74.832837 41.334764)
1512,Quality Pharmacy Retail,164 Medical Center Rd,Chicora,Pennsylvania,16025,Butler,0,0,0,0,475,0,POINT (-79.749293 40.940075)
1513,RICHARD KONDON DO FAMILY PRACTICE,50 Kulp Rd E,Chalfont,Pennsylvania,18914,Bucks,0,0,0,0,461,948,POINT (-75.180522 40.243749)
1514,Allergy and Clin Immunolgy Assoc,180 Fort Couch Rd,Pittsburgh,Pennsylvania,15241,Allegheny,0,0,0,20,88,0,POINT (-80.054194 40.346)
1515,Einstein Medical Center Montgomery,559 W Germantown Pike EMCM Pharmacy,East Norriton,Pennsylvania,19403,Montgomery,0,0,0,13,0,390,POINT (-75.345017 40.151309)
1516,Broad Top Area Med Cntr Mnt Union,95 South Park Street,Mount Union,Pennsylvania,17066,Huntingdon,0,0,0,2,50,0,POINT (-77.880361 40.381921)
1517,JC Blair Med Srvs-Primary Care Ctr,790 Bryan Street,Huntingdon,Pennsylvania,16652,Huntingdon,0,0,0,7,96,170,POINT (-78.011507 40.49342)
1518,LGH-Sycamore Square Family Medicine,99 Masonic Drive,Elizabethtown,Pennsylvania,17022,Lancaster,0,0,0,6,18,0,POINT (-76.641546 40.137397)
1519,AFC Urgent Care Aston,5024 Pennell Rd,Aston,Pennsylvania,19014,Delaware,0,0,0,0,880,1062,POINT (-75.428184 39.866739)
1520,Tri County Pediatrics HV,821 Huntington Pike,Huntingdon Valley,Pennsylvania,19006,Montgomery,0,0,0,0,437,248,POINT (-75.093658 40.089773)
1521,Tower Health Fam Med-W Lawn THMG,2209 Quarry Drive,Reading,Pennsylvania,19609,Berks,0,0,0,0,4,24,POINT (-76.003326 40.341391)
1522,SCI-Houtzdale,PO Box 1000 209 Institution Drive,Houtzdale,Pennsylvania,16698,Clearfield,0,0,0,0,132,0,
1523,Allied Services Pharmacy,100 Abington Executive Park,Clarks Summit,Pennsylvania,18411,Lackawanna,0,3,9,20,17,0,POINT (-75.712061 41.478001)
1524,Beaver Health Mart Pharmacy,533 Third St,Beaver,Pennsylvania,15009,Beaver,0,0,0,0,10,230,POINT (-80.303467 40.695815)
1525,Guthrie Robert Packer Hospital,One Guthrie Square,Sayre,Pennsylvania,18840,Bradford,0,0,0,88,54,0,
1526,LGH-Susquehanna Family Medicine,1159 River Rd,Marietta,Pennsylvania,175471628,Lancaster,0,0,0,31,290,0,POINT (-76.542312 40.062695)
1527,AHN Pediatrics-Arcadia,9795 Perry Highway,Wexford,Pennsylvania,15090,Allegheny,0,0,0,0,2,120,POINT (-80.044687 40.586058)
1528,GVH Primary Care Harleysville,176 Main Street,Harleysville,Pennsylvania,19438,Montgomery,0,0,0,0,9,100,POINT (-75.368897 40.262629)
1529,Centerville Clinics-Charleroi,200 Chamber Plaza Charleroi Medical and Dental,Charleroi,Pennsylvania,15022,Washington,0,0,0,0,38,0,POINT (-79.897663 40.140493)
1530,PHN-Mercer Primary Care,737 Greenville Road,Mercer,Pennsylvania,16137,Mercer,1,0,0,0,129,0,POINT (-80.247945 41.247872)
1531,Lockman and Lubell Ped Assoc,240 New York Drive,Fort Washington,Pennsylvania,19034,Montgomery,0,0,0,1133,2,500,POINT (-75.199518 40.138944)
1532,WellSpan OB/GYN-Stonebridge,13515 WOLFE RD,New Freedom,Pennsylvania,17349,York,0,0,0,0,12,24,POINT (-76.662289 39.774663)
1533,WellSpan Family Medicine-Trout Run,808 Pleasant View Drive,Ephrata,Pennsylvania,17522,Lancaster,0,0,0,0,32,0,
1534,Ellwood City Primary Care,1673  State Route 65,Ellwood City,Pennsylvania,16117,Lawrence,0,0,0,0,13,0,POINT (-80.275947 40.843071)
1535,Hanover Family Practice-Penn,111 Penn Street,Hanover,Pennsylvania,17331,York,0,0,0,0,131,0,POINT (-76.980167 39.808654)
1536,FPC Mifflintown Fam Prac Cntr,2813 Industrial Park Road,Mifflintown,Pennsylvania,17059,Juniata,0,0,0,10,182,181,POINT (-77.368389 40.583512)
1537,Nurses Unite for Change and Equity,3439 Verner Street,Drexel Hill,Pennsylvania,19026,Delaware,0,0,0,25,1,0,POINT (-75.293975 39.943524)
1538,LGHP Quentin Family Medicine,Family Medicine Quentin 1701 Cornwall Road,Lebanon,Pennsylvania,17042,Lebanon,0,0,0,11,138,0,
1539,Penn Highlands Clearfield,809 Turnpike Avenue,Clearfield,Pennsylvania,16830,Clearfield,13,3,0,179,10,216,POINT (-78.449999 41.033012)
1540,AHN-Pediatrics Edgewood,1789 South Braddock Avenue Edgewood Towne Center,Pittsburgh,Pennsylvania,15218,Allegheny,0,0,0,0,276,0,
1541,DVCH Norristwn Regi Hlth Cntr,1401 DeKalb St,Norristown,Pennsylvania,19401,Montgomery,0,0,0,33,73,0,POINT (-75.333335 40.123435)
1542,The Hometown Pharmacy-Grove City,49 Pine Grove Sq,Grove City,Pennsylvania,16127,Mercer,0,0,0,0,109,395,POINT (-80.111412 41.167134)
1543,CHOP Care Network-Coatesville,495 Highlands Blvd,Coatesville,Pennsylvania,19320,Chester,0,0,0,0,534,0,POINT (-75.867419 39.991878)
1544,Penn State Hershey Medical Center,500 University Drive,Hershey,Pennsylvania,17033,Dauphin,0,0,0,7,4,0,POINT (-76.674557 40.265932)
1545,Worthington Primary Care,1482 Bulter Road,Worthington,Pennsylvania,16262,Armstrong,0,0,0,0,2,0,POINT (-79.61737 40.835417)
1546,VDI-Sloans Manheim Pharmacy,73 South main Street,Manheim,Pennsylvania,17545,Lancaster,0,0,0,0,48,0,POINT (-76.393513 40.162316)
1547,Excela Health Latrobe Hospital,One Mellon Way,Latrobe,Pennsylvania,15650,Westmoreland,0,0,0,229,28,3335,
1548,CMU Student Health Services,1060 Morewood Avenue,Pittsburgh,Pennsylvania,15213,Allegheny,0,6,0,89,41,0,POINT (-79.942754 40.445125)
1549,Family First Health-Columbia Center,369 Locust Street 1st Floor,Columbia,Pennsylvania,17512,Lancaster,0,0,0,59,21,0,POINT (-76.501264 40.032778)
1550,LVPG Internal Medicine-Bartonsville,600 Commerce Blvd,Stroudsburg,Pennsylvania,18360,Monroe,0,0,0,0,33,80,POINT (-75.263401 40.998481)
1551,Genoa Healthcare 20118,1350 West 26th Street,Erie,Pennsylvania,16508,Erie,0,0,0,134,40,120,POINT (-80.103018 42.101065)
1552,UPMC-SMFHC-Bloomfield Garfield,5475 Penn Avenue,Pittsburgh,Pennsylvania,15206,Allegheny,0,0,0,13,1219,0,POINT (-79.933261 40.464402)
1553,WellSpan OB/GYN Ephrata,175 Martin Avenue,Ephrata,Pennsylvania,17522,Lancaster,0,0,0,0,25,0,POINT (-76.184275 40.186886)
1554,Wellspan WIM-Washington Street,423 South Washington Street,Gettysburg,PA,17325,Adams,0,0,0,0,104,24,POINT (-77.23329 39.825114)
1555,SCI-Quehanna Boot Camp,4395 Quehanna Highway,Karthaus,PA,16845,Clearfield,0,0,0,0,118,0,POINT (-78.144977 41.184018)
1556,Coatesville Community Pharmacy Inc,260 E Lincoln HWY,Coatesville,Pennsylvania,19320,Chester,0,0,0,0,8,0,POINT (-75.82062 39.983591)
1557,Integrated Health 21,2403 SIDNEY STREET SUITE 220,Pittsburgh,Pennsylvania,15203,Allegheny,0,0,0,103,368,10,POINT (-79.96965 40.428767)
1558,Newport Family Practice PC,52 Red Hill Court,Newport,Pennsylvania,17074,Perry,0,0,0,61,6,0,POINT (-77.122152 40.484726)
1559,Suburban Community Hospital,2701 dekalb pk,Norristown,Pennsylvania,19401,Montgomery,0,0,0,4,284,0,POINT (-75.315289 40.138961)
1560,WHS-Waterdam Pediatrics,2001 Waterdam Plaza,Mc Murray,Pennsylvania,15317,Washington,0,0,0,7,3,0,POINT (-80.135065 40.263697)
1561,Nemours DuPont Ped Concordvil,1020 Baltimore Pike,Glen Mills,Pennsylvania,19342,Delaware,0,0,0,0,190,12,POINT (-75.538144 39.882943)
1562,Penn St Hlth Cmty Vax Site Berks,2400 Bernville Road,Reading,Pennsylvania,19605,Berks,12,0,0,168,83,6,POINT (-75.970548 40.374401)
1563,LM JADE INC DBA THE MED SHOP #0077,1000 MARKET ST,Bloomsburg,Pennsylvania,17815,Columbia,0,0,0,0,191,0,POINT (-76.451584 40.994416)
1564,AHN SVMG Millcreek Fam Prac Int Med,2501 W 12TH ST,Erie,Pennsylvania,16505,Erie,0,0,0,12,48,0,POINT (-80.137229 42.102887)
1565,Saltsburg Pharmacy,237 WASHINGTON ST,Saltsburg,Pennsylvania,15681,Indiana,0,0,0,59,0,0,POINT (-79.451388 40.486376)
1566,Community Pharmacy,1256 Pennsylvania Ave,Tyrone,Pennsylvania,16686,Blair,10,0,0,476,0,82,POINT (-78.237087 40.673369)
1567,Penn St Hlth Cmty Vax Site Centre,32 Colonnade Way,State College,Pennsylvania,16803,Centre,0,0,0,6,24,0,POINT (-77.905338 40.810793)
1568,Advocare Childrens Medic Assoc,1510 Chester Pike,Eddystone,Pennsylvania,19022,Delaware,0,0,0,0,9,0,POINT (-75.337073 39.863887)
1569,Lower Bucks Hospital,501 Bath Road,Bristol,Pennsylvania,19007,Bucks,0,0,0,0,291,0,POINT (-74.864626 40.104065)
1570,Cornerstone Coord Health Care LLC,40 West Frack Street,Frackville,Pennsylvania,17931,Schuylkill,0,0,0,12,129,0,POINT (-76.231962 40.784825)
1571,VDI-Wileys Pharmacy of Quarryville,112 TownsEdge Drive,Quarryville,Pennsylvania,17566,Lancaster,0,0,0,0,417,0,POINT (-76.17555 39.895359)
1572,Lancaster County SHC,1661 Old Philadelphia Pike,Lancaster,Pennsylvania,17601,Lancaster,0,0,0,5,0,0,POINT (-76.266184 40.039021)
1573,ECHS-Meadowbrook Family Medicine,337 West Main Street,Leola,Pennsylvania,17540,Lancaster,0,0,0,0,41,0,POINT (-76.215184 40.085081)
1574,SLPG Star Com Hlth Fam Prac Si,450 Chew Street,Allentown,Pennsylvania,18102,Lehigh,0,0,0,0,0,30,POINT (-75.469421 40.607597)
1575,Sharon Regional Medical Center,PHARMACY DEPARTMENT 740  E STATE STREET,Sharon,Pennsylvania,16146,Mercer,0,0,0,3,24,0,
1576,The Medicine Shoppe-Dallas,26 Dallas Shopping Center,Dallas,Pennsylvania,18612,Luzerne,0,0,0,37,247,0,
1577,UPMC CHP Rnald McDnald Care Mobile,2599 Wexford Bayne Road Childrens North Ronald McDonald Care Mobile,Sewickley,Pennsylvania,15143,Allegheny,0,0,0,0,0,40,
1578,UPMC CCP S Hills Ped Assoc Brentwod,4411 Stilley Road 1st Floor,Pittsburgh,Pennsylvania,15227,Allegheny,0,0,0,38,26,32,POINT (-79.982348 40.361266)
1579,PHN Lewistown Comm Hlth Ctr,106 Derry Heights,Lewistown,Pennsylvania,17044,Mifflin,0,0,0,8,110,0,POINT (-77.577034 40.643141)
1580,Tower Health-Bernville Fam Med,7173 Bernville Road,Bernville,Pennsylvania,19506,Berks,0,0,0,6,76,0,POINT (-76.128015 40.445165)
1581,AFME Penn Township,4044 Route 130,Irwin,Pennsylvania,15642,Westmoreland,0,0,0,0,14,0,POINT (-79.685294 40.374338)
1582,UPMC CCP Grove City,1424 west main street,Grove City,Pennsylvania,16127,Mercer,0,0,0,0,115,0,POINT (-80.107354 41.167083)
1583,AFC Urgent Care Warrington,781 Easton Rd,Warrington,Pennsylvania,18976,Bucks,0,0,0,715,246,0,POINT (-75.137276 40.233789)
1584,VDI-Crestwood Pharmacy,10 S Mountain Blvd,Mountain Top,Pennsylvania,18707,Luzerne,0,0,0,139,30,302,POINT (-75.886361 41.161562)
1585,Cornerstone Cre Ped Cntr of Was,400 JEFFERSON AVE,Washington,Pennsylvania,15301,Washington,0,0,0,282,0,100,POINT (-80.25578 40.175301)
1586,ELFHCC-E Liberty Fam Hlth Care Ctr,6023 HARVARD ST,Pittsburgh,Pennsylvania,15206,Allegheny,3,0,0,251,6,10,POINT (-79.923188 40.462774)
1587,SCI-Mercer,801 Butler Pike,Mercer,Pennsylvania,16137,Mercer,0,0,0,395,34,0,POINT (-80.220125 41.206971)
1588,Main Line Health-Riddle Memorial Hospital,1068 W. BALTIMORE PIKE PHARMACY DEPARTMENT,Media,Pennsylvania,19063,Delaware,0,0,0,6,53,0,POINT (-75.429889 39.914319)
1589,PSH St Joseph Medical Center,2500 BERNVILLE RD PHARMACY,Reading,Pennsylvania,19605,Berks,1,11,0,664,22,0,POINT (-75.977661 40.376717)
1590,Centro De Salud Latino Americano,17th & Chew St,Allentown,Pennsylvania,18104,Lehigh,0,0,27,241,12,20,
1591,FPC-Enola Family Practice Center,30 E SHADY LN,Enola,Pennsylvania,17025,Cumberland,0,0,0,15,46,0,POINT (-76.930099 40.298252)
1592,Dr Douglas C Shoenberger PC,101 S Main Street,Coopersburg,Pennsylvania,18036,Lehigh,0,0,0,0,0,104,POINT (-75.391607 40.510158)
1593,Horsham Square Pharmacy,575 Horsham Road Unit C20,Horsham,Pennsylvania,19044,Montgomery,4,0,0,0,642,0,POINT (-75.146415 40.188588)
1594,WILKINSBURG FAMILY HEALTH CENTER,807 WALLACE AVE,Pittsburgh,Pennsylvania,15221,Allegheny,0,0,0,1,212,0,POINT (-79.881294 40.443465)
1595,Marcus Hook Pharmacy,46 E 10th Street,Marcus Hook,Pennsylvania,19061,Delaware,0,0,0,30,51,369,POINT (-75.415949 39.820349)
1596,Synergy Grandview Pharmacy Inc.,173 POINT TOWNSHIP DR,Northumberland,Pennsylvania,17857,Northumberland,0,1,0,89,15,915,POINT (-76.781599 40.899742)
1597,PHN-Sharon Medical Group Pediatrics,63 Pitt Street,Sharon,Pennsylvania,16146,Mercer,0,0,0,27,318,0,POINT (-80.507917 41.23373)
1598,Penn Med Lancaster General FM Leola,146 East Main Street,Leola,Pennsylvania,17540,Lancaster,0,0,0,0,79,6,POINT (-76.169072 40.090931)
1599,The Prcter n Gmble Papr Prod Comp,5188 Rt 87,Mehoopany,Pennsylvania,18629,Wyoming,0,0,0,96,29,25,
1600,LVRX Pharmacy,211 South Market Street,Ligonier,Pennsylvania,15658,Westmoreland,0,0,0,0,159,0,POINT (-79.239245 40.24177)
1601,AHN Primary Care Butler,103 Technology Dr,Butler,Pennsylvania,16001,Butler,0,0,0,0,11,0,POINT (-79.968547 40.865115)
1602,PPCP-Cook Labuda-McClellandtown Rd,104 mcclellandtown road,Uniontown,Pennsylvania,15401,Fayette,0,0,0,0,3,0,POINT (-79.737006 39.90234)
