,NAME,TYPE,TSA,STREET,CITY,COUNTY,ADDRESS,ZIP,LAST_UPDATE_VAC,LAST_UPDATE_TIME_VAC,PFIZER_AVAILABLE,MODERNA_AVAILABLE,PFIZER_AVAILABLE2,MODERNA_AVAILABLE2,JJ_AVAILABLE,VACCINES_AVAILABLE,VACCINES_AVAILABLE2,PublicPhone,WEBSITE
3469,PAM SPECIALTY HOSPITAL OF LUFKIN,Hospital,H,1201 West Frank Ave., Lufkin ,Angelina,"1201 West Frank Ave., Lufkin , TX, 75904",75904,7/8/2021,11:26:31,0,10,0,200,0,10,200,(936) 899-7350,
3470,Uncharted Territory Mental Health PLLC,Community Clinic,,507 N Sam Houston Pkwy E Suite 165,Houston,Harris,"507 North Sam Houston Parkway East, Houston, TX, USA",77060,7/24/2021,13:11:45,2700,0,0,0,0,2700,0,,
3471,Clinicas Mi Doctor 2 Dallas,Medical Practice,,3247 Dawes Dr,Dallas,Dallas,3247 Dawes Dr,75211,5/28/2021,10:08:53,0,90,0,0,55,145,0,(214) 623-6410,http://clinicasmidoctor.com/
3472,Cedar Park Pediatric and Family Medicine,Medical Practice,,"13625 Ronald W Reagan Blvd, Cedar Park, TX, USA",Cedar Park ,Williamson,"13625 Ronald W Reagan Blvd, Cedar Park, TX, USA",78613,5/27/2021,11:20:31,6762,60,0,0,0,6822,0,,
3473,Happy Pharmacy,Other,, State Hwy 121,Carrollton,Denton,4070 State Hwy 121 Carrollton 75010,75010,6/4/2021,18:40:46,108,430,0,0,400,938,0,(469) 599-4242,
3474,Wellness Pointe - Mount Pleasant,Medical Practice,F,2015 Mulberry Ave Ste 250,Mount Pleasant,Titus,2015 Mulberry Ave Ste 250,75455,6/11/2021,12:15:40,0,50,0,50,0,50,50,,
3475,"Shri Durga Drugs, LLC",Pharmacy,,19450 MCDONALD ST,Lytle ,,19450 MCDONALD ST # 102 Lytle 78052,78052,5/24/2021,10:39:08,0,0,290,0,0,0,290,,
3476,Best Value West Pharmacy,Pharmacy,,124 W Renfro,Burleson,Johnson,124 W Renfro,76028,5/28/2021,11:33:52,0,0,0,50,0,0,50,(817) 295-6128,http://www.mybestvaluerx.com/
3477,Henrietta Pharmacy,Pharmacy,,124 N Bridge St,Henrietta,Clay,124 N Bridge St Henrietta 76365,76365,5/28/2021,11:50:41,195,90,0,0,0,285,0,940-538-4361,http://www.henriettapharmacy.com/
3478,FAMILY FIRST URGENT CARE,Other,Q,2510 S Loop 336 W,Conroe,Montgomery,2510 S Loop 336 W,77304,6/3/2021,14:37:50,0,0,0,200,0,0,200,(936) 235-2825,http://www.familyfirsturgentcareconroe.com/
3479,Jeff Davis County Ambulance,Other,,200 Court Ave,Fort Davis,Jeff Davis County,"200 Court Ave, Fort Davis, TX, USA",79734,7/26/2021,10:29:26,0,40,0,60,0,40,60,,
3480,PETE'S PHARMACY,Other,,,Harligen,,721 WEST HARRISON ,78550,6/1/2021,14:48:19,0,380,0,0,0,380,0,(956) 425-2424,
3481,City Drug Store Of Jacksboro Inc,Pharmacy,,104 East Belknap,Jacksboro,Jack,104 East Belknap,76458,5/26/2021,9:53:28,0,0,0,150,0,0,150,(940) 567-5576,
3482,McMullen Community Health Center,Community Clinic,U,203 Hackberry St,Tilden,McMullen,203 Hackberry St,78072,5/28/2021,8:11:55,0,100,0,100,0,100,100,361-274-3690,www.atascosahealthcenter.org
3483,Diagnostic Clinic Of Longview,Medical Practice,G,707 Hollybrook Dr,Longview,GREGG,707 Hollybrook Dr,75605,5/31/2021,10:49:23,186,0,193,0,0,186,193,(903) 757-6042,https://www.dcol.net/
3484,Toledo Bend Family Medicine,Other,,2421 WORTH ST,HEMPHILL,Sabine County,"2421 WORTH ST, HEMPHILL, TX 75948",75948,5/27/2021,8:03:38,0,100,0,0,0,100,0,409-787-1416,
3485,CHRISTUS SPOHN FAMILY HEALTH CENTER - ROBSTOWN,Community Clinic,,Texas Yes blvd,ROBSTOWN,Nueces,1038 TEXAS YES BLVD,78380,5/28/2021,13:10:31,0,150,0,0,0,150,0,361-767-1200,mychristushealth.org
3486,Donna Children's Clinic,Community Clinic,,Scobey Ave,Donna,Hidalgo,1704 Scobey Ave,78537,5/27/2021,10:56:56,0,100,0,80,0,100,80,,
3487,Walgreens Pharmacy 11130,Pharmacy,,,,,"3802 E ELMS RD Killeen, TX 76542",,5/30/2021,15:39:16,0,210,0,0,45,255,0,(254) 680-4009,https://www.walgreens.com/locator/walgreens-3802+e+elms+rd-killeen-tx-76542/id=11130
3488,Walgreens Pharmacy 01304,Pharmacy,,,,,"5709 W AMARILLO BLVD Amarillo, TX 79106",,7/13/2021,20:27:17,6,238,0,0,0,244,0,(806) 355-7209,https://www.walgreens.com/locator/walgreens-5709+w+amarillo+blvd-amarillo-tx-79106/id=1304
3489,Walgreens Pharmacy 06264,Pharmacy,,,,,"8020 DENTON HWY Watauga, TX 76148",,5/30/2021,18:10:29,6,210,0,0,20,236,0,(817) 428-5376,https://www.walgreens.com/locator/walgreens-8020+denton+hwy-watauga-tx-76148/id=6264
3490,Walgreens Pharmacy 03921,Pharmacy,,,Irving,,10001 N MACARTHUR BLVD,75063,5/30/2021,17:30:26,0,0,0,0,30,30,0,(972) 501-9202,https://www.walgreens.com/locator/walgreens-10001+n+macarthur+blvd-irving-tx-75063/id=3921
3491,Walgreens Pharmacy 04292,Pharmacy,,,Plano,,4000 PRESTON RD,75093,5/30/2021,18:12:38,0,392,0,0,0,392,0,(972) 964-2470,https://www.walgreens.com/locator/walgreens-4000+preston+rd-plano-tx-75093/id=4292
3492,Walgreens Pharmacy 09015,Pharmacy,,4702 N Jim Miller Rd,Dallas,Dallas,"4702 North Jim Miller Road, Dallas, TX, USA",75227,6/7/2021,21:02:05,0,0,0,0,25,25,0,,
3493,Walgreens Pharmacy 07334,Pharmacy,,,,,"5001 ROSS AVE Dallas, TX 75206",,6/5/2021,13:16:31,0,200,0,0,60,260,0,(214) 370-8747,https://www.walgreens.com/locator/walgreens-5001+ross+ave-dallas-tx-75206/id=7334
3494,Walgreens Pharmacy 07214,Pharmacy,,,,,"20800 US HIGHWAY 281 N San Antonio, TX 78258",,6/3/2021,19:30:50,0,156,0,0,15,171,0,(210) 497-5473,https://www.walgreens.com/locator/walgreens-20800+us+highway+281+n-san+antonio-tx-78258/id=7214
3495,Walgreens Pharmacy 10920,Other,,,,,"5775 FM 423 Frisco, TX 75034",,5/30/2021,17:23:46,0,270,0,0,15,285,0,(219) 469-1486,https://www.walgreens.com/locator/walgreens-5775+fm+423-frisco-tx-75034/id=10920
3496,Walgreens Pharmacy 05100,Pharmacy,,,,,"22202 WESTHEIMER PKWY Katy, TX 77450",,6/30/2021,20:22:45,0,28,0,28,35,63,28,(281) 693-6808,https://www.walgreens.com/locator/walgreens-22202+westheimer+pkwy-katy-tx-77450/id=5100
3497,Walgreens Pharmacy 12449,Pharmacy,,,,,"100 N WATER ST Burnet, TX 78611",,5/30/2021,17:29:52,0,214,0,0,10,224,0,(512) 756-1094,https://www.walgreens.com/locator/walgreens-100+n+water+st-burnet-tx-78611/id=12449
3498,Walgreens Pharmacy 04274,Pharmacy,,,San Antonio,,2425 THOUSAND OAKS DR,78232,5/30/2021,16:50:26,0,382,0,0,60,442,0,(210) 402-2927,https://www.walgreens.com/locator/walgreens-2425+thousand+oaks+dr-san+antonio-tx-78232/id=4274
3499,Walgreens Pharmacy 09041,Pharmacy,,,,,"1701 9TH ST Wichita Falls, TX 76301",,7/26/2021,7:35:24,12,0,12,0,0,12,12,(940) 723-7979,https://www.walgreens.com/locator/walgreens-1701+9th+st-wichita+falls-tx-76301/id=9041
3500,Walgreens Pharmacy 04314,Pharmacy,,,,,"6346 CAMP BOWIE BLVD Fort Worth, TX 76116",,6/3/2021,9:24:46,0,0,0,0,39,39,0,(817) 377-9095,https://www.walgreens.com/locator/walgreens-6346+camp+bowie+blvd-fort+worth-tx-76116/id=4314
3501,Walgreens Pharmacy 11274,Pharmacy,,,,,"2735 S STATE HIGHWAY 36 Gatesville, TX 76528",,6/7/2021,19:55:54,0,105,0,0,0,105,0,(254) 865-2089,https://www.walgreens.com/locator/walgreens-2735+s+state+highway+36-gatesville-tx-76528/id=11274
3502,Walgreens Pharmacy 16031,Pharmacy,,,,,"4994 W UNIVERSITY DR Mckinney, TX 75071",,5/29/2021,17:48:51,18,326,0,0,25,369,0,(972) 439-9645,https://www.walgreens.com/locator/walgreens-4994+w+university+dr-mckinney-tx-75071/id=16031
3503,Walgreens Pharmacy 15156,Pharmacy,,6205 FM 2770 ,Kyle,Hays,"6205 FM 2770 Kyle, Texas 78640",78640,6/5/2021,17:30:13,0,288,0,0,25,313,0,(512) 268-2040,https://www.walgreens.com/locator/walgreens-6205+fm+2770-kyle-tx-78640/id=15156
3504,Walgreens Pharmacy 04293,Pharmacy,,734 E Pleasant Run Rd,DeSoto,Dallas,"734 East Pleasant Run Road, DeSoto, TX, USA",75115,6/2/2021,9:08:09,0,140,18,0,70,210,18,,
3505,Walgreens Pharmacy 05211,Pharmacy,,,,,"4350 OAK PARK LN Fort Worth, TX 76109",,5/30/2021,17:37:27,0,290,0,0,10,300,0,,https://www.walgreens.com/locator/walgreens-4350+oak+park+ln-fort+worth-tx-76109/id=5211
3506,Walgreens Pharmacy 12982,Pharmacy,,,,,"2828 N BRYANT BLVD San Angelo, TX 76903",,6/1/2021,21:01:40,0,0,0,0,5,5,0,(325) 655-4957,https://www.walgreens.com/locator/walgreens-2828+n+bryant+blvd-san+angelo-tx-76903/id=12982
3507,Walgreens Pharmacy 10819,Pharmacy,,,,,"500 CENTENNIAL BLVD Richardson, TX 75081",,5/30/2021,17:38:58,0,165,0,300,30,195,300,(972) 231-2235,https://www.walgreens.com/locator/walgreens-500+centennial+blvd-richardson-tx-75081/id=10819
3508,Walgreens Pharmacy 11770,Pharmacy,,,,,"2300 E PARK BLVD Plano, TX 75074",,5/30/2021,17:56:39,0,0,0,0,25,25,0,(972) 422-5123,https://www.walgreens.com/locator/walgreens-2300+e+park+blvd-plano-tx-75074/id=11770
3509,Walgreens Pharmacy 04875,Pharmacy,,3033 S 14th St,Abilene,Taylor,3033 S 14th St,79605,5/30/2021,21:01:28,0,364,0,0,75,439,0,(325) 795-1440,https://www.walgreens.com/locator/walgreens-3033+s+14th+st-abilene-tx-79605/id=4875
3510,Walgreens Pharmacy 09291,Pharmacy,,,,,"12702 BAMMEL NORTH HOUSTON RD Houston, TX 77066",,6/6/2021,18:28:51,0,196,0,0,0,196,0,(281) 587-1839,https://www.walgreens.com/locator/walgreens-12702+bammel+north+houston+rd-houston-tx-77066/id=9291
3511,Walgreens Pharmacy 12521,Other,,1700 Rr 12,San Marcos,Hays,1700 Rr 12,78666,6/1/2021,18:34:39,0,370,0,370,215,585,370,15123933701,https://www.walgreens.com/locator/walgreens-1700+old+ranch+road+12-san+marcos-tx-78666/id=12521
3512,Walgreens Pharmacy 07937,Pharmacy,,991 N Willis St,Abilene,Taylor,991 N Willis St,79603,6/6/2021,17:35:02,0,70,0,0,40,110,0,(325) 676-2392,Walgreens.com/covid19vac
3513,Walgreens Pharmacy 12293,Pharmacy,,203 W Ferguson Rd,Mount Pleasant,Titus,203 W Ferguson Rd,75455,7/24/2021,9:25:19,0,200,0,0,15,215,0,(903) 572-0486,Walgreens.com/covid19vac
3514,Walgreens Pharmacy 06158,Pharmacy,,,,,"3614 S 31ST ST Temple, TX 76502",,5/30/2021,20:57:21,30,435,30,435,10,475,465,(254) 899-8484,https://www.walgreens.com/locator/walgreens-3614+s+31st+st-temple-tx-76502/id=6158
3515,Walgreens Pharmacy 02636,Pharmacy,,,Victoria,,2701 N Navarro St,77901,5/30/2021,21:26:09,60,280,0,0,30,370,0,(361) 578-1581,
3516,Walgreens Pharmacy 03420,Pharmacy,,,Galveston ,,308 Seawall Blvd ,77550,5/30/2021,8:01:34,36,190,0,0,60,286,0,,
3517,Walgreens Pharmacy 09680,Pharmacy,,,,,"1610 N MAIN ST Taylor, TX 76574",,6/1/2021,19:58:37,0,40,0,40,125,165,40,(512) 352-3469,https://www.walgreens.com/locator/walgreens-1610+n+main+st-taylor-tx-76574/id=9680
3518,Walgreens Pharmacy 04662,Pharmacy,,,Garland,,3045 BROADWAY BLVD,75041,5/30/2021,20:47:52,328,0,0,0,0,328,0,(972) 864-1608,https://www.walgreens.com/locator/walgreens-3045+broadway+blvd-garland-tx-75041/id=4662
3519,Walgreens Pharmacy 07381,Pharmacy,,,,,"17150 FM 529 RD Houston, TX 77095",,6/25/2021,9:48:14,0,14,0,0,0,14,0,(281) 345-9333,https://www.walgreens.com/locator/walgreens-17150+fm+529+rd-houston-tx-77095/id=7381
3520,Walgreens Pharmacy 06197,Pharmacy,,2401 W Ledbetter Dr,Dallas,Dallas,"2401 West Ledbetter Drive, Dallas, TX, USA",75233,6/8/2021,15:20:58,0,0,0,0,55,55,0,214-337-2126 ,https://www.walgreens.com/locator/walgreens-2401+w+ledbetter+dr-dallas-tx-75233/id=6197
3521,Walgreens Pharmacy 05871,Pharmacy,,,Houston ,,1838 S Kirkwood Rd,77077,7/15/2021,20:21:26,108,0,0,0,0,108,0,,
3522,Walgreens Pharmacy 04857,Pharmacy,,,,,"4921 BRYANT IRVIN RD Fort Worth, TX 76132",,5/30/2021,17:20:56,0,90,0,0,45,135,0,(817) 292-5806,https://www.walgreens.com/locator/walgreens-4921+bryant+irvin+rd-fort+worth-tx-76132/id=4857
3523,Walgreens Pharmacy 11971,Pharmacy,,,,,"20226 STONE OAK PKWY San Antonio, TX 78258",,6/1/2021,21:50:16,69,290,0,0,35,394,0,(210) 481-9138,https://www.walgreens.com/locator/walgreens-20226+stone+oak+pkwy-san+antonio-tx-78258/id=11971
3524,Walgreens Pharmacy 09235,Pharmacy,,,,,"8600 S HULEN ST Fort Worth, TX 76123",,6/1/2021,9:17:47,0,0,0,0,80,80,0,(817) 346-0910,https://www.walgreens.com/locator/walgreens-8600+s+hulen+st-fort+worth-tx-76123/id=9235
3525,Wilson N. Jones Regional Medical Center,Hospital,E,500 N Highland Ave, Sherman,Grayson,"500 N Highland Ave, Sherman, TX, 75092",75092,6/1/2021,9:26:20,0,416,0,54,370,786,54,(903) 870-4611,http://www.wnj.org/
3526,"Pediatric Urgent Care, PA Round Rock",Medical Practice,,3750 Gattis School Rd Suite 900,Round Rock,Williamson,"3750 Gattis School Road, Round Rock, TX, USA",78664,6/15/2021,16:46:57,0,10,0,200,0,10,200,,
3527,Ball Teen Health Center,Other,, Avenue O,Galveston,Galveston,4115 Avenue O Ste 1016,77550,5/25/2021,8:20:20,1156,400,0,190,0,1556,190,,
3528,Giles W. Dalby Correctional Facility,Other,,,Post,Garza,805 N Ave F,79356,5/26/2021,12:03:04,0,0,0,0,45,45,0,,
3529,"Pediatric Urgent Care, PA",Medical Practice,,3400 Texas Sage Trail Suite 148,Fort Worth,Tarrant,"3400 Texas Sage Trail, Fort Worth, TX, USA",76177,6/14/2021,9:10:02,0,300,0,200,0,300,200,,
3530,TTUHSC Pharmacy Lubbock,Pharmacy,B,3601 4th Street 1a150,Lubbock,Lubbock,3601 4th Street 1a150,79430,6/4/2021,8:11:01,0,180,0,0,60,240,0,(806) 414-9393,https://www.ttuhsc.edu/pharmacy/
3531,Texas Oncology New Braunfels,Other,,1448 E Common Street,New Braunfels,Comal,"1448 E Common St, New Braunfels, TX 78130",78130,6/8/2021,14:57:29,0,60,0,60,0,60,60,18306431762,http://www.texasoncology.com/who-we-are/covid-19
3532,Denton County Public Health,Vaccine Hub,E,"535 S Loop 288 #1003, Denton, TX 76205",Denton,Denton,535 S Loop 288,76205,6/22/2021,9:14:46,23446,0,51987,0,0,23446,51987, 940 349 2585,https://utswmed.org/covid-19/covid-19-vaccination/
3533,Conviva Live Oak,Other,,,San Antonio,Bexar,12602 Toepperwein Rd Ste 100,78233,6/3/2021,11:22:09,0,0,0,0,290,290,0,,
3534,Arlington Family Practice PA,Medical Practice,,2415 Matlock Rd,Arlington,,2415 Matlock Rd ,76015,5/18/2021,16:34:47,0,0,0,320,175,175,320,(817) 277-6444,arlingtonfp.com
3535,Tlc Pharmacy And Medical Equipment - Beeville,Federal Allocation,,200 S Hillside Dr,Beeville,,"200 S Hillside Dr, Beeville, TX 78102",78102,5/27/2021,11:09:35,0,220,0,0,0,220,0,,
3536,Austin Regional Clinic Bee Cave,Medical Practice,,15801 W Highway 71 Bldg 1,Bee Cave,Travis,15801 W Highway 71 Bldg 1,78738,5/28/2021,9:17:21,0,50,0,0,0,50,0,(512) 676-2500,https://www.austinregionalclinic.com/clinics/arc-bee-cave?utm_source=online-directory&utm_campaign=yext&utm_content=location-bc
3537,Austin Regional Clinic Kyle,Medical Practice,,4100 Everett Dr Ste 400,Kyle,Hays,4100 Everett Dr Ste 400,78640,5/28/2021,8:36:56,2238,0,6,0,0,2238,6,(512) 295-1333,https://www.austinregionalclinic.com/clinics/arc-kyle-plum-creek?utm_source=online-directory&utm_campaign=yext&utm_content=location-kpc
3538,Austin Regional Clinic Manor,Medical Practice,,11300 Us Highway 290 E Ste 230 Bldg 2,Manor,Travis,11300 Us Highway 290 E Ste 230 Bldg 2,78653,5/28/2021,7:51:21,0,180,0,350,5,185,350,(512) 582-6075,https://www.austinregionalclinic.com/clinics/arc-manor?utm_source=online-directory&utm_campaign=yext&utm_content=location-ma
3539,Brady Medical Clinic,Community Clinic,,2010 Nine Rd,Brady,McCulloch,2010 Nine Rd,76825,7/22/2021,16:48:45,0,0,0,0,200,200,0,(325) 597-2114,http://www.bradyhospital.com/
3540,BEAUMONT ELITE EMERGENCY CTR LLC,Medical Practice,R,4004 College Street, Beaumont,Jefferson,"4004 College Street, Beaumont, TX, 77707",77707,7/24/2021,12:00:57,0,40,0,100,0,40,100,(409) 840-4004,https://beaumontemergencycenter.com/
3541,KINGWOOD EMERGENCY HOSP/ 23330 Emergency Center,Hospital,Q,23330 US 59 North,Kingwood,Harris,23330 US 59 North,77339,6/30/2021,9:09:13,0,0,0,0,235,235,0,(832) 777-6165,https://kingwood247er.com/
3542,Aubrey Pharmacy,Pharmacy,,701 S Highway 377,Aubrey,Denton,701 S Highway 377,76227,6/1/2021,13:21:54,0,63,0,63,220,283,63,(940) 440-0400,https://www.aubreypharmacy.com/?utm_source=google&utm_medium=gmb&utm_campaign=aubrey-tx-location
3543,Lakeland,Medical Practice,,117 Medical Circle,Athens,Henderson,117 Medical Circle,75751,5/24/2021,8:17:31,0,160,0,0,0,160,0,903-676-3200,https://lakelandmedical.net/
3544,Arthur S Hernandez Md,Medical Practice,,88 Briggs St,San Antonio,Bexar,88 Briggs St,78224,6/17/2021,16:39:04,6,10,0,0,0,16,0,(210) 923-9333,http://www.southwestpainclinic.com/
3545,ARC Center Street,Other,,,Kyle ,,22420 INTERSTATE 35 STE 203 Kyle 78640,78640,5/26/2021,18:20:45,0,0,0,0,640,640,0,,
3546,BELLVILLE MEDICAL CENTER,Hospital,Q,44 N Cummings St,Bellville,Austin,44 N Cummings St,77418,6/30/2021,9:18:22,0,50,0,0,25,75,0,(979) 413-7400,http://www.bellvillemc.org/
3547,West Houston Community Health Center,Community Clinic,,19333 Clay Rd,Katy,Harris,19333 Clay Rd,77449,5/28/2021,8:59:29,964,40,0,10,215,1219,10,(713) 462-6555,http://www.sbchc.net/
3548,UT Health Science Center at Tyler ,Hospital,G,11937 Us Highway 271,Tyler,Smith,11937 Us Highway 271,75708,6/1/2021,8:00:42,930,0,3552,0,0,930,3552,903-877-5703,https://www.signupgenius.com/go/UT
3549,Walgreens Pharmacy 16065,Pharmacy,,,,,"4010 FM 1463 ROAD Katy, TX 77494",,5/30/2021,18:28:05,372,255,0,0,0,627,0,(281) 712-4980,https://www.walgreens.com/locator/walgreens-4010+fm+1463+road-katy-tx-77494/id=16065
3550,"Executive Medical Services, PC",Other,,MARS DR,Woodway,McLennan,8301 MARS DR WACO 76712,76712,7/9/2021,7:30:04,0,0,0,0,20,20,0,,
3551,Griffin Family Medicine,Medical Practice,,509 E Byron Nelson Blvd,Roanoke,,509 E BYRON NELSON BLVD STE B Roanoke 76262,76262,6/2/2021,19:58:14,0,0,0,50,0,0,50,,
3552,"Voss Family Clinic, PLLC",Medical Practice,,S. Texas 6,Sugar Land,Fort Bend,11920 S. Texas 6 STE 1500 Sugar Land 77498,77498,6/1/2021,15:19:30,102,340,0,340,85,527,340,,
3553,Brodie Lane Pharmacy,Pharmacy,,,Austin,Travis,8916 Brodie Ln Unit 300,78748,5/28/2021,10:48:07,0,0,0,0,55,55,0,,
3554,Walgreens Pharmacy 05671,Pharmacy,,,,,"4445 KINGWOOD DR Kingwood, TX 77339",,5/17/2021,17:21:30,12,400,0,0,65,477,0,(281) 360-4694,https://www.walgreens.com/locator/walgreens-4445+kingwood+dr-kingwood-tx-77339/id=5671
3555,Walgreens Pharmacy 05792,Pharmacy,,,,,"102 N TIMBERLAND DR Lufkin, TX 75901",,5/27/2021,20:43:53,168,190,168,190,515,873,358,(936) 699-2916,https://www.walgreens.com/locator/walgreens-102+n+timberland+dr-lufkin-tx-75901/id=5792
3556,Super 1 Pharmacy 630,Pharmacy,,100 N 15th St,Corsicana,Navarro,100 N 15th St,75110,5/31/2021,16:21:10,0,30,0,50,30,60,50,(903) 874-2152,https://www.brookshires.com/covid-19-information
3557,Brookshires Pharmacy 14,Pharmacy,,925 Clarksville St,Paris,Lamar,925 Clarksville St,75460,5/31/2021,10:44:23,0,0,0,0,35,35,0,(903) 785-3297,https://www.brookshires.com/covid-19-information
3558,Brookshires Pharmacy 52,Pharmacy,,1603 Culver St,Commerce,Hunt,1603 Culver Street,75428,5/29/2021,15:49:04,0,100,0,135,65,165,135,(903) 886-2867,https://www.brookshires.com/covid-19-information
3559,Super 1 Pharmacy 612,Pharmacy,,1217 E Marshall Ave,Longview,Gregg,1217 E Marshall Ave,75601,5/27/2021,17:46:12,24,240,24,240,0,264,264,(903) 753-1964,https://www.brookshires.com/covid-19-information
3560,Brookshires Pharmacy 68,Pharmacy,,210 S Seven Points Dr,Kemp,Henderson,210 S Seven Points Dr,75143,6/1/2021,8:16:38,0,20,0,20,230,250,20,(903) 432-2516,https://www.brookshires.com/covid-19-information
3561,Brookshires Pharmacy 90,Pharmacy,,100 Peplow Dr,Robinson,McLennan,100 Peplow Dr,76706,5/31/2021,16:55:44,0,25,0,0,0,25,0,(254) 662-6403,https://www.brookshires.com/covid-19-information
3562,Brookshires Pharmacy 60,Pharmacy,,502C E. Goode,Quitman,Wood,502C E. Goode,75783,5/31/2021,15:16:36,0,20,0,50,100,120,50,(903) 763-1420,https://www.brookshires.com/covid-19-information
3563,Brookshires Pharmacy 87,Pharmacy,,8934 Hwy 34 South,Quinlan,Hunt,8934 Hwy 34 South,75474,5/31/2021,16:50:14,0,0,0,0,75,75,0,(903) 356-6020,https://www.brookshires.com/covid-19-information
3564,CHRISTUS ST. MICHAEL HOSPITAL,Vaccine Hub,F,2600 Saint Michael Dr,Texarkana,Bowie,2600 Saint Michael Dr,75503,5/21/2021,9:08:17,0,100,132,800,1460,1560,932,(903) 614-1000,https://www.christushealth.org/St-Michael?utm_source=organic&utm_medium=GMB&utm_campaign=website&y_source=1_MTUzNzY1OTMtNzE1LWxvY2F0aW9uLmdvb2dsZV93ZWJzaXRlX292ZXJyaWRl
3565,University Health System - San Antonio UHSSA,Vaccine Hub,P,4522 Fredericksburg Rd,San Antonio,Bexar,4522 Fredericksburg Rd,78201,5/30/2021,10:17:08,0,0,0,0,0,0,0,210-644-1960,https://www.universityhealthsystem.com/coronavirus-covid19/vaccine?utm_source=corpcomm&utm_medium=web&utm_campaign=wecandoitsa_typed&utm_content=typed_URL
3566,Texas Medclinic,Medical Practice,,10731 Gulfdale,San Antonio,Bexar,10731 Gulfdale,78216,6/2/2021,11:57:54,6000,0,0,0,438,6438,0,(830) 632-5740,https://www.texasmedclinic.com/
3567,Phillips 66 Health Services Old Ocean,Other,,8189 Old FM 524,Old Ocean,Brazoria,8189 Old FM 524,77463,6/2/2021,7:18:42,0,0,0,4,0,0,4,,
3568,Tejas Healthcare Clinic,Other,,890 E Travis St,La Grange,Fayette,890 E Travis St,78945,6/22/2021,15:21:59,0,20,0,20,0,20,20,(979) 968-2000,
3569,Uthealth Tyler Hospital,Hospital,,1000 S BECKHAM AVE,Tyler,,1000 S BECKHAM AVE,75701,5/5/2021,8:08:22,0,0,0,30,0,0,30,,
3570,Axtells Rite-Value Pharmacy Inc.,Pharmacy,,304 1 2 Charlie St,Whitesboro,Texas,304 1/2 Charlie St,76273,5/27/2021,9:06:22,0,18,0,0,58,76,0,9035643216,
3571,Ut Medicine,Medical Practice,,3939 Medical Dr Ste 100,San Antonio,Bexar,3939 Medical Dr Ste 100,78229,5/28/2021,10:40:58,0,0,0,0,75,75,0,2105045200,http://www.uthscsa.edu/patient-care/physicians/facility/Medical-Arts-Research-Center---MARC
3572,Unlimited Pharmacy,Pharmacy,,"2985 S Hwy 360, Ste 145",GRAND PRAIRIE,Tarrant,"2985 S Hwy 360, Ste 145",75052,5/17/2021,14:14:57,0,0,0,0,55,55,0,,
3573,UT Health Dell Medical School,Vaccine Hub,,1601 Trinity Avenue,Austin,Travis,1601 Trinity Avenue,78712,5/29/2021,10:26:06,0,0,0,0,0,0,0,1-833-UTCARES,https://uthealthaustin.org/patient-resources/covid-19-updates/covid-19-vaccination
3574,Kelsey Seybold Main Campus,Medical Practice,,2727 West Holcombe Blvd,Houston,Harris,2727 West Holcombe Blvd,77025,5/27/2021,15:41:44,8477,0,12409,0,0,8477,12409,(713) 442-0000,https://www.kelsey-seybold.com/find-a-location/main-campus
3575,La Salle County Regional Health Authority,Local Health Department,,247 Mars Drive,Cotulla,La Salle,951 Dobie Road,78014,5/26/2021,7:28:07,2500,0,2500,0,0,2500,2500,830-483-5166,https://www.co.la-salle.tx.us/
3576,Med Clinic,Community Clinic,,3705 9th Ave,Port Arthur,Jefferson,3705 9th Ave Port Arthur 77642,77642,7/14/2021,8:40:10,0,74,0,11,0,74,11,,
3577,Brookshires Pharmacy 108,Pharmacy,,105 E. Ovilla Road,Red Oak,Ellis,105 E. Ovilla Road,75154,5/31/2021,16:50:32,0,240,0,0,40,280,0,(972) 617-8570,https://www.brookshires.com/covid-19-information
3578,Lotus Pharmacy,Federal Allocation,,8200 Wilcrest Ste 8,Houston,Harris,8200 Wilcrest Ste 8,77072,7/26/2021,18:51:13,482,160,0,0,73,715,0,,
3579,The Pediatric Care Center - Rio Grande City,Community Clinic,,,Rio Grande ,Starr,1673 E San Benito St,78582,5/25/2021,17:00:30,0,0,0,0,125,125,0,(956) 263-1830,
3580,"ASKE Solutions, LLC",Other,,N. US Hwy 183,Loockhart,,4001 N US HIGHWAY 183 Lockhart 78644,78644,5/28/2021,16:44:41,0,40,0,670,0,40,670,512-481-2753,
