,Clinic Name,Clinic Address,Clinic Suite,Clinic Address Additional,Clinic City,Clinic State,Clinic Zip Code,County Name,Number of Doses Allocated,Most Recent Order Date,Georeferenced Latitude & Longitude,Total Pfizer Ordered,Total Moderna Ordered,Total Janssen Ordered
4359,Cvs/pharmacy01637,205 South Market Street,,,Millersburg,Pennsylvania,17061,Dauphin,,,POINT (-76.961733 40.534184),,,
4360,Cvs/pharmacy01682,644 East Penn Street,,,Bedford,Pennsylvania,15522,Bedford,,,POINT (-78.491498 40.01803),,,
4361,Giant Pharmacy-6464,721 W.sproul Road,,,Springfield,Pa,19064,Delaware,,,POINT (-75.351974 39.934844),,,
4362,Cvs/pharmacy07838,1149 Ben Franklin Hwy. West,,,Douglassville,Pennsylvania,19518,Berks,,,POINT (-75.729899 40.261134),,,
4363,Walmart Store #4643,1500 Economy Way,,,Baden,Pennsylvania,15005,Beaver,,,POINT (-80.22661 40.65819),,,
4364,Fpc-mifflintown Family Practice Center,2813 Industrial Park Road,Suite C,,Mifflintown,Pennsylvania,17059,Juniata,300,5/4/2021,POINT (-77.368467 40.583695),0,300,0
4365,Ghs Geisinger Medical Center,100 N Academy Avenue,,,Danville,Pennsylvania,17822,Montour,3510,5/4/2021,POINT (-76.60622 40.969585),3510,0,0
4366,Rite Aid Store #03586,111 North Plaza,,,Apollo,Pennsylvania,15613,Armstrong,,,POINT (-79.566605 40.582017),,,
4367,Medmart Pharmacy,2618 Memorial Blvd Ste a,,,Connellsville,Pennsylvania,15425,Fayette,,,POINT (-79.562241 40.058113),,,
4368,Rite Aid Store #01074,1137 Market Street,,,Lemoyne,Pennsylvania,17043,Cumberland,,,POINT (-76.90779 40.241861),,,
4369,Cvs/pharmacy02568,590 West Trenton Avenue,,,Morrisville,Pennsylvania,19067,Bucks,,,POINT (-74.801474 40.208297),,,
4370,Weis Pharmacy-104,2065 Springwood Rd,,,York,Pa,17403,York,,,POINT (-76.690631 39.938258),,,
4371,Sav-on Pharmacy-flourtown,1640 Bethlehem Pike,,,Flourtown,Pennsylvania,19031,Montgomery,,,POINT (-75.213535 40.106934),,,
4372,Cvs/pharmacy16632,315 Colonnade Blvd,,,State College,Pa,168032321,Centre,,,POINT (-77.905855 40.811367),,,
4373,Rite Aid Store #07843,3700 Walnut Street,,,Mckeesport,Pennsylvania,15132,Allegheny,,,POINT (-79.840183 40.327266),,,
4374,Sams Club Store #4859,200 Moraine Pointe Plz,,,Butler,Pennsylvania,16001,Butler,,,POINT (-79.951945 40.877804),,,
4375,Redners Pharmacy #46,22 Forest Drive,,,Hegins,Pa,17938,Schuylkill,,,POINT (-76.516487 40.650206),,,
4376,Walmart Store #1823,495 Eisenhower Dr,,,Hanover,Pennsylvania,17331,York,,,POINT (-76.978492 39.825157),,,
4377,Giant Eagle Pharmacy-39,331 Washington Road,,,Washington,Pennsylvania,15301,Washington,,,POINT (-80.225499 40.185646),,,
4378,Cvs/pharmacy16521,125 Witchwood Dr,,,North Wales,Pa,194541833,Montgomery,,,POINT (-75.237983 40.225724),,,
4379,Sav-on Pharmacy-levittown,6800 New Falls Rd,,,Levittown,Pennsylvania,19057,Bucks,,,POINT (-74.858172 40.152349),,,
4380,Weis Pharmacy-158,695 North Courtland Street,,,East Stroudsburg,Pa,18301,Monroe,,,POINT (-75.182512 41.017894),,,
4381,Rite Aid Store #11142,128 Airport Road,,,Coatesville,Pennsylvania,19320,Chester,,,POINT (-75.868959 39.985246),,,
4382,Shoprite #416,3430 Route 940,Suite 102,,Mount Pocono,Pa,18344,Monroe,,,,,,
4383,Rite Aid Store #00218,5 East Main Street,,,Nanticoke,Pennsylvania,18634,Luzerne,,,POINT (-76.004896 41.205219),,,
4384,Cvs/pharmacy05459,116 West College Avenue,,,State College,Pennsylvania,16801,Centre,,,POINT (-77.86211 40.794178),,,
4385,Walmart Store #4276,1325 Main,,,Taylor,Pennsylvania,18517,Lackawanna,,,,,,
4386,Weis Pharmacy-52,1916 Lycoming Creek Road,,,Williamsport,Pa,17701,Lycoming,,,POINT (-77.043559 41.255188),,,
4387,Cvs/pharmacy05533,6050 Sterner's Way,,,Bethlehem,Pennsylvania,18017,Northampton,,,POINT (-75.388178 40.682811),,,
4388,Rite Aid Store #07836,1401 W Tilghman Street,,,Allentown,Pennsylvania,18102,Lehigh,,,POINT (-75.491066 40.60779),,,
4389,Phn-jacksonville Family Medical Center,29 Saltsburg Road,,,Clarksburg,Pennsylvania,15725,Indiana,100,5/4/2021,POINT (-79.299222 40.540065),0,100,0
4390,Anderson Pharmacy,334 Main Street,,,Denver,Pennsylvania,17517,Lancaster,,,POINT (-76.136135 40.232114),,,
4391,Weis Pharmacy-237,2100 County Line Road,,,Huntingdon Valley,Pa,19006,Montgomery,,,POINT (-75.071308 40.17095),,,
4392,Cvs/pharmacy01769,906 W. Leesport Rd.,,,Leesport,Pennsylvania,19533,Berks,,,POINT (-75.996153 40.389531),,,
4393,Walmart Store #2597,10 Kimberly Ln,,,Cranberry,Pennsylvania,16319,Venango,,,POINT (-79.718348 41.350517),,,
4394,Lansdale Hospital,100 Medical Campus Drive,,,Lansdale,Pennsylvania,19446,Montgomery,400,5/4/2021,POINT (-75.271523 40.2512),0,400,0
4395,Walgreens Store # 2749,900 E. State St.,,,Sharon,Pennsylvania,16146,Mercer,,,POINT (-80.492928 41.233035),,,
4396,Cvs/pharmacy10249,1650 Menoher Blvd.,,,Johnstown,Pennsylvania,15905,Cambria,,,POINT (-78.956348 40.315635),,,
4397,Abington Jefferson Health,1200 Old York Road,,,Abington,Pennsylvania,19001,Montgomery,100,5/4/2021,POINT (-75.119382 40.118945),0,100,0
4398,Ahold Usa-giant Pharmacy 6043,1880 Leithsville Rd,,,Hellertown,Pa,18055,Northampton,,,POINT (-75.339414 40.562858),,,
4399,Langhorne Pharmacy,172 N Pine Street,,,Langhorne,Pennsylvania,19047,Bucks,,,POINT (-74.918009 40.178405),,,
4400,Cvs/pharmacy01307,1300 N Charlotte Street,,,Pottstown,Pennsylvania,19464,Montgomery,,,POINT (-75.627861 40.26529),,,
4401,Giant Eagle Pharmacy-25,1029 West View Park Drive,,,Pittsburgh,Pennsylvania,15229,Allegheny,,,POINT (-80.037174 40.516553),,,
4402,Wellspan Surgical and Rehab Hospital,55 Monument Rd,,,York,Pennsylvania,17403,York,1170,5/4/2021,POINT (-76.716898 39.923277),1170,0,0
4403,Weis Pharmacy #135,112 Atlantic Avenue,,,Dingmans Ferry,Pennsylvania,18328,Pike,,,,,,
4404,Rite Aid Store #01685,801 Wyoming Avenue Ste 9,,,West Pittston,Pennsylvania,18643,Luzerne,,,POINT (-75.806409 41.325612),,,
4405,Rite Aid Store #03447,126 W Main Street,,,Grove City,Pennsylvania,16127,Mercer,,,POINT (-80.087783 41.157328),,,
4406,Rite Aid Store #10967,6090 Route 30,,,Greensburg,Pennsylvania,15601,Westmoreland,,,,,,
4407,Burrell Health Mart Pharmacy,2889 Leechburg Rd,,,New Kensington,Pennsylvania,15068,Westmoreland,,,POINT (-79.72484 40.589512),,,
4408,The Hometown Pharmacy-new Castle 2,2016 W State St,,,New Castle,Pennsylvania,16101,Lawrence,100,5/4/2021,POINT (-80.379022 41.006967),0,100,0
4409,Highlnds Hlth Laurel Highlnds Free Cha,"315 Locust St, 2nd Floor",,,Johnstown,Pennsylvania,15901,Cambria,1170,5/4/2021,POINT (-78.920587 40.327188),1170,0,0
4410,Rite Aid Store #01672,6912 New Falls Road,,,Levittown,Pennsylvania,19057,Bucks,,,POINT (-74.856946 40.153184),,,
4411,Rite Aid Store #10933,1956 Greentree Road,,,Pittsburgh,Pennsylvania,15220,Allegheny,,,POINT (-80.066315 40.395218),,,
4412,Martins Pharmacy 6524,2121 South Atherton Street,,,State College,Pennsylvania,16801,Centre,,,POINT (-77.831339 40.78488),,,
4413,Red Cross Pharmacy,420 Main St,,,Forest City,Pennsylvania,18421,Susquehanna,100,5/4/2021,POINT (-75.469873 41.633375),0,100,0
4414,Giant Pharmacy-6505,1375 E Boot Road,,,West Chester,Pennsylvania,19380,Chester,,,POINT (-75.568437 39.997833),,,
4415,Rite Aid Store #06739,1365 Logan Avenue,,,Tyrone,Pennsylvania,16686,Blair,,,POINT (-78.237732 40.67559),,,
4416,Fulton County Medical Center,Fulton County Medical Center,,214 Peach Orchard Road,Mc Connellsburg,Pa,172338559,Fulton,100,5/4/2021,,0,100,0
4417,Rite Aid Store #10911,1236 Long Run Road,,,White Oak,Pennsylvania,15131,Allegheny,,,POINT (-79.809525 40.337026),,,
4418,Walmart Store #2023,1355 E Lehman St,,,Lebanon,Pennsylvania,17046,Lebanon,,,POINT (-76.390519 40.347255),,,
4419,Walmart Store #3541,516 School House Rd,,,Kennett Square,Pennsylvania,19348,Chester,,,POINT (-75.69149 39.859887),,,
4420,Sheehans Pharmacy,79 E. Carey Street,,,Plains,Pennsylvania,18705,Luzerne,,,POINT (-75.847328 41.274402),,,
4421,Cvs/pharmacy10045,2239 Perkiomen Ave,,,Reading,Pennsylvania,19606,Berks,,,POINT (-75.892787 40.327858),,,
4422,Chester County Pediatrics-exton,690 West Lincoln Highway,,,Exton,Pennsylvania,19341,Chester,600,5/4/2021,POINT (-75.663885 40.021548),0,600,0
4423,Community Health Clinic Inc,943 4th Avenue,F,,New Kensington,Pennsylvania,15068,Westmoreland,200,5/4/2021,POINT (-79.766436 40.565869),0,200,0
4424,Hyndman Area Health Center-johnstown,203 College Park Plaza,,,Johnstown,Pennsylvania,15904,Cambria,500,5/4/2021,POINT (-78.8488 40.276966),0,500,0
4425,Cvs/pharmacy02756,2507 West Chester Pike,,,Broomall,Pennsylvania,19008,Delaware,,,POINT (-75.357433 39.981406),,,
4426,Cwc-costco Pharmacy 00317,1875 Hempstead Road,,,Lancaster,Pennsylvania,17601,Lancaster,,,POINT (-76.255806 40.05212),,,
4427,Rite Aid Store #11093,1039 2nd Street Pike,,,Richboro,Pennsylvania,18954,Bucks,,,POINT (-75.010447 40.216976),,,
4428,Walgreens Store # 9676,99 Jefferson Ave.,,,Washington,Pennsylvania,15301,Washington,,,POINT (-80.251761 40.171249),,,
4429,Stephens Pharmacy,1101 Main Street,,,Honesdale,Pennsylvania,18431,Wayne,,,POINT (-75.257393 41.575658),,,
4430,Vdi-blairsville Pharmacy,135 E Market St.,100,,Blairsville,Pennsylvania,15717,Indiana,1500,5/4/2021,POINT (-79.259878 40.431083),0,1500,0
4431,Cvs/pharmacy01048,"351 W. Schuylkill Rd, Suite Sq2",,,Pottstown,Pennsylvania,19465,Chester,,,POINT (-75.662171 40.233362),,,
4432,Rite Aid Store #11002,1020 Liberty Street,,,Franklin,Pennsylvania,16323,Venango,,,POINT (-79.825716 41.393751),,,
4433,Lansdale Rx Pharmacy,1801 N Broad St,14,,Lansdale,Pennsylvania,19446,Montgomery,,,POINT (-75.265546 40.258386),,,
4434,Upmc-mckeesport,1500 5th Avenue,,,Mc Keesport,Pennsylvania,15132,Allegheny,500,5/4/2021,POINT (-79.849218 40.3523),0,500,0
4435,Rite Aid Store #10905,1701 Duncan Avenue,,,Allison Park,Pennsylvania,15101,Allegheny,,,POINT (-79.998116 40.566974),,,
4436,Rite Aid Store #04990,2 Kirby Avenue,,,Mountain Top,Pennsylvania,18707,Luzerne,,,POINT (-75.885829 41.16216),,,
4437,Icp Inc.,175 Canal St.,,,Sharpsville,Pennsylvania,16150,Mercer,,,POINT (-80.471518 41.269375),,,
4438,Rite Aid Store #00183,10 West Main Street,,,Lansdale,Pennsylvania,19446,Montgomery,,,POINT (-75.283905 40.241665),,,
4439,Tops Pharmacy #601,1702 E. 38th Street,,,Erie,Pennsylvania,16510,Erie,,,POINT (-80.030109 42.115741),,,
4440,Vdi-park Avenue Pharmacy Inc,220 Park Ave,,,Chambersburg,Pennsylvania,17201,Franklin,,,POINT (-77.647626 39.948047),,,
4441,Cvs/pharmacy01584,555 East Main Street,,,Nanticoke,Pennsylvania,18634,Luzerne,,,POINT (-75.993164 41.206148),,,
4442,Weis Pharmacy-8,1105 Chestnut Street,,,Berwick,Pennsylvania,18603,Columbia,,,POINT (-76.236082 41.063424),,,
4443,Giant Pharmacy-6330,301 Town Center Blvd,,,Easton,Pa,18040,Northampton,,,POINT (-75.221014 40.712285),,,
4444,Giant Eagle Pharmacy-2,1800 Mckees Rocks Road,Rr,Rrrrr,Mc Kees Rocks,Pennsylvania,15136,Allegheny,,,POINT (-80.098774 40.467784),,,
4445,Rite Aid Store #03620,1550 Columbia Avenue,,,Lancaster,Pennsylvania,17603,Lancaster,,,POINT (-76.344405 40.038007),,,
4446,Giant Pharmacy-6512,310 S Henderson Road,,,King of Prussia,Pa,19406,Montgomery,,,POINT (-75.360141 40.090855),,,
4447,Vdi-harrisburg Pharmacy,2645 North 3rd St,,,Harrisburg,Pennsylvania,17110,Dauphin,,,POINT (-76.899494 40.287121),,,
4448,Walmart Store #4404,50 Newberry Pkwy,,,Etters,Pennsylvania,17319,York,,,POINT (-76.813254 40.149682),,,
4449,Walgreens Store # 13787,1800 Center St,,,Camp Hill,Pennsylvania,17011,Cumberland,,,POINT (-76.931906 40.25995),,,
4450,Rite Aid Store #10929,3730 Brighton Road,,,Pittsburgh,Pennsylvania,15212,Allegheny,,,POINT (-80.035714 40.484011),,,
4451,Ahold Usa-giant Pharmacy 6011,2450 Chemical Road,,,Plymouth Meeting,Pa,19462,Montgomery,,,POINT (-75.292326 40.101766),,,
4452,Cvs/pharmacy01942,"413 Rr 1, Rte 611",,,Tannersville,Pennsylvania,18372,Monroe,,,,,,
4453,Sams Club Store #6547,611 Lycoming Mall Cir,,,Muncy,Pennsylvania,17756,Lycoming,,,POINT (-76.823276 41.239763),,,
4454,Rite Aid Store #00232,5035 Lincoln Way East,,,Fayetteville,Pennsylvania,17222,Franklin,,,POINT (-77.551076 39.907786),,,
4455,Rite Aid Store #02480,847 Midland Avenue,,,Midland,Pennsylvania,15059,Beaver,,,POINT (-80.451864 40.636099),,,
4456,Weis Pharmacy-192,725 Columbia Blvd.,,,Bloomsburg,Pa,17815,Columbia,,,POINT (-76.443344 41.002738),,,
4457,Rite Aid Store #11014,1536 North Atherton Street,,,State College,Pennsylvania,16803,Centre,,,POINT (-77.891287 40.807163),,,
4458,Stauffers Ltc Pharmacy-new Holland 2,147 E Main St,,,New Holland,Pennsylvania,17557,Lancaster,,,POINT (-76.088241 40.102812),,,
4459,Vdi-professional Pharmacy Pottstown,920 N Charlotte St,,,Pottstown,Pennsylvania,19464,Montgomery,,,POINT (-75.633636 40.259756),,,
4460,Rite Aid Store #11106,600 Lincoln Highway,,,Fairless Hills,Pennsylvania,19030,Bucks,,,POINT (-74.830452 40.190887),,,
4461,Big Spring Pharmacy,91 S. High Street,,,Newville,Pennsylvania,17241,Cumberland,,,POINT (-77.397641 40.170569),,,
4462,Cvs/pharmacy02951,104 N Pottstown Pike,,,Chester Springs,Pennsylvania,19425,Chester,,,POINT (-75.687778 40.077651),,,
4463,Rite Aid Store #11105,832 North Lansdowne Ave.,,,Drexel Hill,Pennsylvania,19026,Delaware,,,POINT (-75.287449 39.958796),,,
4464,Long Lane Discount Pharmacy,434 Long Lane,,,Upper Darby,Pennsylvania,19082,Delaware,,,POINT (-75.261615 39.949687),,,
4465,Giant Eagle Pharmacy-84,100 N Main St,,,Du Bois,Pennsylvania,15801,Clearfield,,,POINT (-78.76763 41.123321),,,
4466,Walmart Store #2945,100 Commons Dr,,,Parkesburg,Pennsylvania,19365,Chester,,,POINT (-75.935032 39.981952),,,
4467,Walgreens Store # 9043,1701 William Flynn Hwy.,,,Glenshaw,Pennsylvania,15116,Allegheny,,,POINT (-79.962583 40.53878),,,
4468,Giant Eagle Pharmacy-4077,3230 Wilmington Road,,,New Castle,Pennsylvania,16105,Lawrence,,,POINT (-80.35724 41.053358),,,
4469,Giant Eagle Pharmacy-52,132 Ben Avon Heights Road,,,Pittsburgh,Pennsylvania,15237,Allegheny,,,POINT (-80.070318 40.522928),,,
4470,Community Health Clinic-greensburg,218 South Maple Avenue,102,,Greensburg,Pennsylvania,15601,Westmoreland,100,5/4/2021,POINT (-79.542686 40.300958),0,100,0
4471,Walgreens Store # 11056,51 Baltimore Pike,,,Glen Mills,Pennsylvania,19342,Delaware,,,POINT (-75.486482 39.897101),,,
4472,Weis Pharmacy-148,1651 E. Cumberland Street,,,Lebanon,Pa,17042,Lebanon,,,POINT (-76.381601 40.350357),,,
4473,Cvs/pharmacy05743,29 West 21st Street,,,Northampton,Pennsylvania,18067,Northampton,,,POINT (-75.501298 40.690477),,,
4474,Rite Aid Store #00561,2968 Elmira Street,,,Sayre,Pennsylvania,18840,Bradford,,,POINT (-76.546886 41.988951),,,
4475,Walmart Store #1769,20 Industrial Dr,,,Du Bois,Pennsylvania,15801,Clearfield,,,POINT (-78.736419 41.127108),,,
4476,Ahold Usa-giant Pharmacy 6023,700 Nutt Rd,,,Phoenixville,Pennsylvania,19460,Chester,,,POINT (-75.534998 40.132154),,,
4477,Rite Aid Store #01698,221 Grove City Road,,,Slippery Rock,Pennsylvania,16057,Butler,,,POINT (-80.051805 41.07073),,,
4478,Easton Medical Associates,1800 Sullivan Trail,202,,Easton,Pennsylvania,18040,Northampton,,,POINT (-75.221213 40.71696),,,
4479,Cvs/pharmacy17279,4801 Mcknight Rd,Suite 3,,Pittsburgh,Pa,152373423,Allegheny,,,POINT (-80.0055 40.523808),,,
4480,Sav-on Pharmacy-glen Mills,101 Byers Drive,,,Glen Mills,Pennsylvania,19342,Delaware,,,POINT (-75.52784 39.883758),,,
4481,Rite Aid Store #10892,417 Chartiers Street,,,Bridgeville,Pennsylvania,15017,Allegheny,,,POINT (-80.113495 40.355183),,,
4482,Sams Club Store #6575,249 Summit Park Dr,,,Pittsburgh,Pennsylvania,15275,Allegheny,,,POINT (-80.176257 40.449701),,,
4483,Rite Aid Store #10888,2302 Sheffield Road,,,Aliquippa,Pennsylvania,15001,Beaver,,,POINT (-80.281196 40.606506),,,
4484,Cornerstne Cre Com Hlth Ctr Burgettstwn,1227 Smith Township State Road,,,Burgettstown,Pennsylvania,15021,Washington,100,5/4/2021,POINT (-80.358781 40.323946),0,100,0
4485,Cvs/pharmacy05720,110 South Pleasant Avenue,,,Somerset,Pennsylvania,15501,Somerset,,,POINT (-79.074284 40.007815),,,
4486,Giant Eagle Pharmacy-75,1600 W State St,,,Baden,Pennsylvania,15005,Beaver,,,POINT (-80.236523 40.655687),,,
4487,Sav-on Pharmacy #1770,503 Macdade Blvd,,,Holmes,Pennsylvania,19043,Delaware,,,,,,
4488,Sams Club Store #6675,7200 Peach St,,,Erie,Pennsylvania,16509,Erie,,,POINT (-80.086108 42.053527),,,
4489,Lgh-lititz Family Medicine,562 West 2nd Avenue,,,Lititz,Pennsylvania,17543,Lancaster,100,5/4/2021,POINT (-76.315752 40.153026),0,100,0
4490,Community Pharmacy,1256 Pennsylvania Ave,,,Tyrone,Pennsylvania,16686,Blair,200,5/4/2021,POINT (-78.237087 40.673369),0,200,0
4491,Giant Pharmacy-6050,2641 Shillington Road,,,Reading,Pa,19608,Berks,,,POINT (-75.999988 40.315464),,,
4492,Hazle Drugs,1 East Broad Street,,,Hazleton,Pennsylvania,18201,Luzerne,300,5/4/2021,POINT (-75.973781 40.954007),0,300,0
4493,Omnicare of Scranton,2400 Stafford Avenue,800,,Scranton,Pennsylvania,18505,Lackawanna,,,POINT (-75.674865 41.376991),,,
4494,Wegmans Pharmacy #043,600 Commerce Drive,,,Collegeville,Pennsylvania,19426,Montgomery,,,POINT (-75.483684 40.165565),,,
4495,The Hometown Pharmacy-dierkens,100 E Main St,,,Monongahela,Pennsylvania,15063,Washington,100,5/4/2021,POINT (-79.921912 40.199775),0,100,0
4496,Walmart Store #3429,2901 Market St,,,Warren,Pennsylvania,16365,Warren,,,POINT (-79.14957 41.881165),,,
4497,Price Chopper Pharmacy-173,1026 Wyoming Avenue,,,Wyoming,Pennsylvania,18644,Luzerne,,,POINT (-75.852958 41.301152),,,
4498,Weis Pharmacy-166,Route 611 Tannersville Plaza Rr1 400,,,Tannersville,Pennsylvania,18372,Monroe,,,,,,
4499,Rite Aid Store #10890,1505 7th Avenue,,,Beaver Falls,Pennsylvania,15010,Beaver,,,POINT (-80.319419 40.756352),,,
4500,Cvs/pharmacy01670,615 Locust Street,,,Columbia,Pennsylvania,17512,Lancaster,,,POINT (-76.497473 40.035238),,,
4501,Kop Community Pharmacy Inc,"580 Shoemaker Rd, Suite 140",,,King of Prussia,Pennsylvania,19406,Montgomery,,,POINT (-75.35901 40.078446),,,
4502,Weis Pharmacy-164,1321 Blue Valley Drive,,,Pen Argyl,Pennsylvania,18072,Northampton,,,POINT (-75.236443 40.87292),,,
4503,Psh Cmty Vax Site-cumberland,431 N 21st Street,,,Camp Hill,Pennsylvania,17011,Cumberland,2500,5/4/2021,POINT (-76.923519 40.251462),0,2500,0
4504,University of Pittsburgh,4041 Fifth Avenue,_,3719 Terrace Street,Pittsburgh,Pennsylvania,15213,Allegheny,500,5/4/2021,POINT (-79.955252 40.444085),0,500,0
4505,Comm Health and Dental-robinson St,351 W Schuylkill Ave,G-15,,Pottstown,Pennsylvania,19465,Chester,300,5/4/2021,POINT (-75.662171 40.233362),0,300,0
4506,Giant Eagle Pharmacy-72,910 Freeport Rd.- Waterworks,,,Pittsburgh,Pennsylvania,15238,Allegheny,,,POINT (-79.891708 40.486745),,,
4507,Rite Aid Store #10904,4960 William Flynn Hwy Ste 10,,,Allison Park,Pennsylvania,15101,Allegheny,,,POINT (-79.947174 40.60223),,,
4508,Giant Pharmacy-6506,50 E Wynnewood Rd Store #2,,,Wynnewood,Pennsylvania,19096,Montgomery,,,POINT (-75.273517 40.002279),,,
4509,Walmart Store #1945,1169 S Main St,,,Mansfield,Pennsylvania,16933,Tioga,,,POINT (-77.069973 41.783288),,,
4510,Cvs/pharmacy01611,1101 Moosic Street,,,Scranton,Pennsylvania,18505,Lackawanna,,,POINT (-75.649372 41.396588),,,
4511,Walgreens Store # 6837,699 W. Germantown Pike,,,Norristown,Pennsylvania,19403,Montgomery,,,POINT (-75.347869 40.152051),,,
4512,Cvs Pharmacy # 1608,220 Main Street,,,Watsontown,Pennsylvania,17777,Northumberland,,,POINT (-76.862305 41.083143),,,
4513,Bushy Run Pharmacy Inc,2106 Route 130,,,Harrison City,Pennsylvania,15636,Westmoreland,1170,5/4/2021,POINT (-79.648483 40.353617),1170,0,0
4514,Rite Aid Store #10996,64 North Mercer Ave.,,,Sharpsville,Pennsylvania,16150,Mercer,,,POINT (-80.474996 41.265733),,,
4515,Rite Aid Store #11077,920 Wilkes-barre Twn. Blvd,,,Wilkes-barre,Pennsylvania,18702,Luzerne,,,POINT (-75.88046 41.22374),,,
4516,Walmart Store #5239,567 Route 100 N,,,Bechtelsville,Pennsylvania,19505,Berks,,,POINT (-75.628006 40.35162),,,
4517,Rite Aid Store #10962,575 Morgantown Road,,,Uniontown,Pennsylvania,15401,Fayette,,,POINT (-79.73588 39.884464),,,
4518,Walgreens Store # 9586,1210 Wilmington Ave.,,,New Castle,Pennsylvania,16105,Lawrence,,,POINT (-80.351065 41.013367),,,
4519,Vdi-moshannon Valley Pharm Phillipsburg,208 Medical Center Drive,,,Philipsburg,Pennsylvania,16866,Centre,200,5/4/2021,POINT (-78.206865 40.90701),0,200,0
4520,Custom Care Pharmacy-milton-ltcf,59 S. Front St.,,,Milton,Pennsylvania,17847,Northumberland,,,POINT (-76.855748 41.01893),,,
4521,Wilkes-barre General Hospital,575 North River Street,,Pharmacy Department,Wilkes Barre,Pennsylvania,18764,Luzerne,1700,5/4/2021,POINT (-75.868165 41.258261),0,1700,0
4522,Hlthdirect Institutional Pharm Srvcs,1901 Dailey Ave,,,Latrobe,Pennsylvania,15650,Westmoreland,,,POINT (-79.373138 40.309292),,,
4523,Upmc/hc Pharmacy,3175 East Carson Street,,,Pittsburgh,Pennsylvania,15203,Allegheny,2340,5/4/2021,POINT (-79.962158 40.423829),2340,0,0
4524,Sanatoga Pharmacy,1630 E High Street,,Building 2,Pottstown,Pennsylvania,19464,Montgomery,,,POINT (-75.610137 40.243963),,,
4525,Wilkes Barre Municipal Health Department,Kirby Health Center,,71 North Franklin Street,Wilkes Barre,Pennsylvania,18701,Luzerne,400,5/4/2021,,0,400,0
4526,Walgreens Store # 10095,1000 Lincoln Pl.,,,Greensburg,Pennsylvania,15601,Westmoreland,,,POINT (-79.578381 40.302705),,,
4527,East Norriton Pharmacy,215 W Germantown Pike,,,East Norriton,Pennsylvania,19401,Montgomery,,,POINT (-75.323482 40.146344),,,
4528,Cvs/pharmacy00142,305 W. Baltimore Street,,,Greencastle,Pennsylvania,17225,Franklin,,,POINT (-77.73159 39.791216),,,
4529,Walmart Store #2543,390 Route 315 Hwy,,,Pittston,Pennsylvania,18640,Luzerne,,,POINT (-75.76187 41.30863),,,
4530,Millcreek Manor Pharmacy,5535 Peach St,,,Erie,Pennsylvania,16509,Erie,,,POINT (-80.093535 42.073055),,,
4531,Weis Pharmacy-177,1272 East Penn Street,,,Muncy,Pa,17756,Lycoming,,,POINT (-76.761133 41.210828),,,
